Date;Month;f_Canopy_W_All;f_Canopy_W_SGC;f_Canopy_W_BoR;f_Canopy_W_SRR;f_Canopy_W_BoC;f_Canopy_U_All;f_Canopy_U_SGC;f_Canopy_U_BoR;f_Canopy_U_SRR;f_Canopy_U_BoC;f_Canopy_F_All;f_Canopy_F_SGC;f_Canopy_F_BoR;f_Canopy_F_SRR;f_Canopy_F_BoC;f_Canopy_P_All;f_Canopy_P_SGC;f_Canopy_P_BoR;f_Canopy_P_SRR;f_Canopy_P_BoC;f_Canopy_CrC_All;f_Canopy_CrC_SGC;f_Canopy_CrC_BoR;f_Canopy_CrC_SRR;f_Canopy_CrC_BoC;f_Canopy_CrR_All;f_Canopy_CrR_SGC;f_Canopy_CrR_BoR;f_Canopy_CrR_SRR;f_Canopy_CrR_BoC;f_Canopy_CrP_All;f_Canopy_CrP_SGC;f_Canopy_CrP_BoR;f_Canopy_CrP_SRR;f_Canopy_CrP_BoC;f_Canopy_NbC_All;f_Canopy_NbC_SGC;f_Canopy_NbC_BoR;f_Canopy_NbC_SRR;f_Canopy_NbC_BoC;f_Canopy_M_All;f_Canopy_M_SGC;f_Canopy_M_BoR;f_Canopy_M_SRR;f_Canopy_M_BoC
2014-02-27;Feb;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.805464480874317;0.805464480874317;0.805464480874317;0.805464480874317;0.805464480874317;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2014-02-28;Feb;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8032786885245902;0.8032786885245902;0.8032786885245902;0.8032786885245902;0.8032786885245902;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2014-03-01;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8010928961748633;0.8010928961748633;0.8010928961748633;0.8010928961748633;0.8010928961748633;0.971875;0.971875;0.971875;0.971875;0.971875;0.990625;0.990625;0.990625;0.990625;0.990625;0.990625;0.990625;0.990625;0.990625;0.990625;0.9875;0.9875;0.9875;0.9875;0.9875;1.0;1.0;1.0;1.0;1.0
2014-03-02;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7989071038251366;0.7989071038251366;0.7989071038251366;0.7989071038251366;0.7989071038251366;0.94375;0.94375;0.94375;0.94375;0.94375;0.98125;0.98125;0.98125;0.98125;0.98125;0.98125;0.98125;0.98125;0.98125;0.98125;0.975;0.975;0.975;0.975;0.975;1.0;1.0;1.0;1.0;1.0
2014-03-03;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7967213114754098;0.7967213114754098;0.7967213114754098;0.7967213114754098;0.7967213114754098;0.915625;0.915625;0.915625;0.915625;0.915625;0.971875;0.971875;0.971875;0.971875;0.971875;0.971875;0.971875;0.971875;0.971875;0.971875;0.9625;0.9625;0.9625;0.9625;0.9625;1.0;1.0;1.0;1.0;1.0
2014-03-04;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7945355191256831;0.7945355191256831;0.7945355191256831;0.7945355191256831;0.7945355191256831;0.8875;0.8875;0.8875;0.8875;0.8875;0.9625;0.9625;0.9625;0.9625;0.9625;0.9625;0.9625;0.9625;0.9625;0.9625;0.95;0.95;0.95;0.95;0.95;1.0;1.0;1.0;1.0;1.0
2014-03-05;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7923497267759563;0.7923497267759563;0.7923497267759563;0.7923497267759563;0.7923497267759563;0.859375;0.859375;0.859375;0.859375;0.859375;0.953125;0.953125;0.953125;0.953125;0.953125;0.953125;0.953125;0.953125;0.953125;0.953125;0.9375;0.9375;0.9375;0.9375;0.9375;1.0;1.0;1.0;1.0;1.0
2014-03-06;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7901639344262295;0.7901639344262295;0.7901639344262295;0.7901639344262295;0.7901639344262295;0.83125;0.83125;0.83125;0.83125;0.83125;0.94375;0.94375;0.94375;0.94375;0.94375;0.94375;0.94375;0.94375;0.94375;0.94375;0.925;0.925;0.925;0.925;0.925;1.0;1.0;1.0;1.0;1.0
2014-03-07;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7879781420765027;0.7879781420765027;0.7879781420765027;0.7879781420765027;0.7879781420765027;0.803125;0.803125;0.803125;0.803125;0.803125;0.934375;0.934375;0.934375;0.934375;0.934375;0.934375;0.934375;0.934375;0.934375;0.934375;0.9125;0.9125;0.9125;0.9125;0.9125;1.0;1.0;1.0;1.0;1.0
2014-03-08;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857923497267759;0.7857923497267759;0.7857923497267759;0.7857923497267759;0.7857923497267759;0.775;0.775;0.775;0.775;0.775;0.925;0.925;0.925;0.925;0.925;0.925;0.925;0.925;0.925;0.925;0.9;0.9;0.9;0.9;0.9;1.0;1.0;1.0;1.0;1.0
2014-03-09;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7836065573770492;0.7836065573770492;0.7836065573770492;0.7836065573770492;0.7836065573770492;0.746875;0.746875;0.746875;0.746875;0.746875;0.915625;0.915625;0.915625;0.915625;0.915625;0.915625;0.915625;0.915625;0.915625;0.915625;0.8875;0.8875;0.8875;0.8875;0.8875;1.0;1.0;1.0;1.0;1.0
2014-03-10;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7814207650273224;0.7814207650273224;0.7814207650273224;0.7814207650273224;0.7814207650273224;0.71875;0.71875;0.71875;0.71875;0.71875;0.90625;0.90625;0.90625;0.90625;0.90625;0.90625;0.90625;0.90625;0.90625;0.90625;0.875;0.875;0.875;0.875;0.875;1.0;1.0;1.0;1.0;1.0
2014-03-11;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7792349726775956;0.7792349726775956;0.7792349726775956;0.7792349726775956;0.7792349726775956;0.690625;0.690625;0.690625;0.690625;0.690625;0.896875;0.896875;0.896875;0.896875;0.896875;0.896875;0.896875;0.896875;0.896875;0.896875;0.8625;0.8625;0.8625;0.8625;0.8625;1.0;1.0;1.0;1.0;1.0
2014-03-12;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7770491803278688;0.7770491803278688;0.7770491803278688;0.7770491803278688;0.7770491803278688;0.6625;0.6625;0.6625;0.6625;0.6625;0.8875;0.8875;0.8875;0.8875;0.8875;0.8875;0.8875;0.8875;0.8875;0.8875;0.85;0.85;0.85;0.85;0.85;1.0;1.0;1.0;1.0;1.0
2014-03-13;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7748633879781421;0.7748633879781421;0.7748633879781421;0.7748633879781421;0.7748633879781421;0.6343749999999999;0.6343749999999999;0.6343749999999999;0.6343749999999999;0.6343749999999999;0.878125;0.878125;0.878125;0.878125;0.878125;0.878125;0.878125;0.878125;0.878125;0.878125;0.8375;0.8375;0.8375;0.8375;0.8375;1.0;1.0;1.0;1.0;1.0
2014-03-14;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7726775956284153;0.7726775956284153;0.7726775956284153;0.7726775956284153;0.7726775956284153;0.60625;0.60625;0.60625;0.60625;0.60625;0.8687499999999999;0.8687499999999999;0.8687499999999999;0.8687499999999999;0.8687499999999999;0.8687499999999999;0.8687499999999999;0.8687499999999999;0.8687499999999999;0.8687499999999999;0.825;0.825;0.825;0.825;0.825;1.0;1.0;1.0;1.0;1.0
2014-03-15;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7704918032786885;0.7704918032786885;0.7704918032786885;0.7704918032786885;0.7704918032786885;0.578125;0.578125;0.578125;0.578125;0.578125;0.859375;0.859375;0.859375;0.859375;0.859375;0.859375;0.859375;0.859375;0.859375;0.859375;0.8125;0.8125;0.8125;0.8125;0.8125;1.0;1.0;1.0;1.0;1.0
2014-03-16;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7683060109289618;0.7683060109289618;0.7683060109289618;0.7683060109289618;0.7683060109289618;0.55;0.55;0.55;0.55;0.55;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.85;0.8;0.8;0.8;0.8;0.8;1.0;1.0;1.0;1.0;1.0
2014-03-17;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.766120218579235;0.766120218579235;0.766120218579235;0.766120218579235;0.766120218579235;0.521875;0.521875;0.521875;0.521875;0.521875;0.840625;0.840625;0.840625;0.840625;0.840625;0.840625;0.840625;0.840625;0.840625;0.840625;0.7875;0.7875;0.7875;0.7875;0.7875;1.0;1.0;1.0;1.0;1.0
2014-03-18;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7639344262295082;0.7639344262295082;0.7639344262295082;0.7639344262295082;0.7639344262295082;0.49375;0.49375;0.49375;0.49375;0.49375;0.83125;0.83125;0.83125;0.83125;0.83125;0.83125;0.83125;0.83125;0.83125;0.83125;0.775;0.775;0.775;0.775;0.775;1.0;1.0;1.0;1.0;1.0
2014-03-19;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7617486338797814;0.7617486338797814;0.7617486338797814;0.7617486338797814;0.7617486338797814;0.46562499999999996;0.46562499999999996;0.46562499999999996;0.46562499999999996;0.46562499999999996;0.8218749999999999;0.8218749999999999;0.8218749999999999;0.8218749999999999;0.8218749999999999;0.8218749999999999;0.8218749999999999;0.8218749999999999;0.8218749999999999;0.8218749999999999;0.7625;0.7625;0.7625;0.7625;0.7625;1.0;1.0;1.0;1.0;1.0
2014-03-20;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7595628415300546;0.7595628415300546;0.7595628415300546;0.7595628415300546;0.7595628415300546;0.4375;0.4375;0.4375;0.4375;0.4375;0.8125;0.8125;0.8125;0.8125;0.8125;0.8125;0.8125;0.8125;0.8125;0.8125;0.75;0.75;0.75;0.75;0.75;1.0;1.0;1.0;1.0;1.0
2014-03-21;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7573770491803279;0.7573770491803279;0.7573770491803279;0.7573770491803279;0.7573770491803279;0.40937499999999993;0.40937499999999993;0.40937499999999993;0.40937499999999993;0.40937499999999993;0.803125;0.803125;0.803125;0.803125;0.803125;0.803125;0.803125;0.803125;0.803125;0.803125;0.7375;0.7375;0.7375;0.7375;0.7375;1.0;1.0;1.0;1.0;1.0
2014-03-22;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7551912568306011;0.7551912568306011;0.7551912568306011;0.7551912568306011;0.7551912568306011;0.38125;0.38125;0.38125;0.38125;0.38125;0.79375;0.79375;0.79375;0.79375;0.79375;0.79375;0.79375;0.79375;0.79375;0.79375;0.725;0.725;0.725;0.725;0.725;1.0;1.0;1.0;1.0;1.0
2014-03-23;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7530054644808744;0.7530054644808744;0.7530054644808744;0.7530054644808744;0.7530054644808744;0.353125;0.353125;0.353125;0.353125;0.353125;0.7843749999999999;0.7843749999999999;0.7843749999999999;0.7843749999999999;0.7843749999999999;0.7843749999999999;0.7843749999999999;0.7843749999999999;0.7843749999999999;0.7843749999999999;0.7124999999999999;0.7124999999999999;0.7124999999999999;0.7124999999999999;0.7124999999999999;1.0;1.0;1.0;1.0;1.0
2014-03-24;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7508196721311475;0.7508196721311475;0.7508196721311475;0.7508196721311475;0.7508196721311475;0.32499999999999996;0.32499999999999996;0.32499999999999996;0.32499999999999996;0.32499999999999996;0.7749999999999999;0.7749999999999999;0.7749999999999999;0.7749999999999999;0.7749999999999999;0.7749999999999999;0.7749999999999999;0.7749999999999999;0.7749999999999999;0.7749999999999999;0.7;0.7;0.7;0.7;0.7;1.0;1.0;1.0;1.0;1.0
2014-03-25;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7486338797814207;0.7486338797814207;0.7486338797814207;0.7486338797814207;0.7486338797814207;0.296875;0.296875;0.296875;0.296875;0.296875;0.765625;0.765625;0.765625;0.765625;0.765625;0.765625;0.765625;0.765625;0.765625;0.765625;0.6875;0.6875;0.6875;0.6875;0.6875;1.0;1.0;1.0;1.0;1.0
2014-03-26;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.746448087431694;0.746448087431694;0.746448087431694;0.746448087431694;0.746448087431694;0.26874999999999993;0.26874999999999993;0.26874999999999993;0.26874999999999993;0.26874999999999993;0.75625;0.75625;0.75625;0.75625;0.75625;0.75625;0.75625;0.75625;0.75625;0.75625;0.675;0.675;0.675;0.675;0.675;1.0;1.0;1.0;1.0;1.0
2014-03-27;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7442622950819673;0.7442622950819673;0.7442622950819673;0.7442622950819673;0.7442622950819673;0.24062499999999998;0.24062499999999998;0.24062499999999998;0.24062499999999998;0.24062499999999998;0.746875;0.746875;0.746875;0.746875;0.746875;0.746875;0.746875;0.746875;0.746875;0.746875;0.6625;0.6625;0.6625;0.6625;0.6625;1.0;1.0;1.0;1.0;1.0
2014-03-28;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7420765027322405;0.7420765027322405;0.7420765027322405;0.7420765027322405;0.7420765027322405;0.21250000000000002;0.21250000000000002;0.21250000000000002;0.21250000000000002;0.21250000000000002;0.7374999999999999;0.7374999999999999;0.7374999999999999;0.7374999999999999;0.7374999999999999;0.7374999999999999;0.7374999999999999;0.7374999999999999;0.7374999999999999;0.7374999999999999;0.6499999999999999;0.6499999999999999;0.6499999999999999;0.6499999999999999;0.6499999999999999;1.0;1.0;1.0;1.0;1.0
2014-03-29;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7398907103825136;0.7398907103825136;0.7398907103825136;0.7398907103825136;0.7398907103825136;0.18437499999999996;0.18437499999999996;0.18437499999999996;0.18437499999999996;0.18437499999999996;0.7281249999999999;0.7281249999999999;0.7281249999999999;0.7281249999999999;0.7281249999999999;0.7281249999999999;0.7281249999999999;0.7281249999999999;0.7281249999999999;0.7281249999999999;0.6375;0.6375;0.6375;0.6375;0.6375;1.0;1.0;1.0;1.0;1.0
2014-03-30;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7377049180327868;0.7377049180327868;0.7377049180327868;0.7377049180327868;0.7377049180327868;0.15625;0.15625;0.15625;0.15625;0.15625;0.71875;0.71875;0.71875;0.71875;0.71875;0.71875;0.71875;0.71875;0.71875;0.71875;0.625;0.625;0.625;0.625;0.625;1.0;1.0;1.0;1.0;1.0
2014-03-31;Mar;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7355191256830601;0.7355191256830601;0.7355191256830601;0.7355191256830601;0.7355191256830601;0.12812499999999993;0.12812499999999993;0.12812499999999993;0.12812499999999993;0.12812499999999993;0.709375;0.709375;0.709375;0.709375;0.709375;0.709375;0.709375;0.709375;0.709375;0.709375;0.6125;0.6125;0.6125;0.6125;0.6125;1.0;1.0;1.0;1.0;1.0
2014-04-01;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7333333333333334;0.7333333333333334;0.7333333333333334;0.7333333333333334;0.7333333333333334;0.09999999999999998;0.09999999999999998;0.09999999999999998;0.09999999999999998;0.09999999999999998;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-02;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7311475409836066;0.7311475409836066;0.7311475409836066;0.7311475409836066;0.7311475409836066;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-03;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7289617486338797;0.7289617486338797;0.7289617486338797;0.7289617486338797;0.7289617486338797;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-04;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7267759562841529;0.7267759562841529;0.7267759562841529;0.7267759562841529;0.7267759562841529;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-05;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7245901639344262;0.7245901639344262;0.7245901639344262;0.7245901639344262;0.7245901639344262;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-06;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7224043715846995;0.7224043715846995;0.7224043715846995;0.7224043715846995;0.7224043715846995;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-07;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7202185792349727;0.7202185792349727;0.7202185792349727;0.7202185792349727;0.7202185792349727;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-08;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7180327868852459;0.7180327868852459;0.7180327868852459;0.7180327868852459;0.7180327868852459;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-09;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7158469945355191;0.7158469945355191;0.7158469945355191;0.7158469945355191;0.7158469945355191;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-10;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7136612021857924;0.7136612021857924;0.7136612021857924;0.7136612021857924;0.7136612021857924;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-11;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7114754098360656;0.7114754098360656;0.7114754098360656;0.7114754098360656;0.7114754098360656;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-12;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7092896174863388;0.7092896174863388;0.7092896174863388;0.7092896174863388;0.7092896174863388;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-13;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.707103825136612;0.707103825136612;0.707103825136612;0.707103825136612;0.707103825136612;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-14;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7049180327868853;0.7049180327868853;0.7049180327868853;0.7049180327868853;0.7049180327868853;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-15;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7027322404371585;0.7027322404371585;0.7027322404371585;0.7027322404371585;0.7027322404371585;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-16;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7005464480874317;0.7005464480874317;0.7005464480874317;0.7005464480874317;0.7005464480874317;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-17;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6983606557377049;0.6983606557377049;0.6983606557377049;0.6983606557377049;0.6983606557377049;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-18;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6961748633879781;0.6961748633879781;0.6961748633879781;0.6961748633879781;0.6961748633879781;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-19;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6939890710382514;0.6939890710382514;0.6939890710382514;0.6939890710382514;0.6939890710382514;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-20;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6918032786885246;0.6918032786885246;0.6918032786885246;0.6918032786885246;0.6918032786885246;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-21;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6896174863387978;0.6896174863387978;0.6896174863387978;0.6896174863387978;0.6896174863387978;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-22;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.687431693989071;0.687431693989071;0.687431693989071;0.687431693989071;0.687431693989071;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-23;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6852459016393443;0.6852459016393443;0.6852459016393443;0.6852459016393443;0.6852459016393443;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2014-04-24;Apr;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6830601092896175;0.6830601092896175;0.6830601092896175;0.6830601092896175;0.6830601092896175;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
